CNT,SCHOOLID,StIDStd,ST24Q01,ST24Q02,ST24Q03,ST24Q04,ST24Q05,ST24Q06,ST24Q07,ST24Q08,ST24Q09,ST24Q10,ST24Q11,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST27Q06,ST27Q07,ST27Q08,ST27Q09,ST27Q10,ST27Q11,ST27Q12,ST27Q13,CSTRAT,ELAB,MEMOR,rcomb1,ESCS,gender,immig2
USA,00118,03731,2,2,3,2,1,2,2,1,1,3,2,4,4,4,3,4,3,4,3,4,3,4,2,4,1.6056,0.6034,2.6934,550.64,1.6908,0,0
USA,00118,03751,2,2,3,2,2,2,2,2,2,3,2,2,2,4,2,1,3,1,1,3,2,4,2,4,0.4861,-0.6208,-0.5436,515.2,0.9756,0,0
USA,00118,03757,2,2,2,1,2,2,2,2,2,3,1,2,3,3,3,1,3,2,2,3,2,4,2,3,0.4861,0.0385,-0.5436,587.92,1.5792,0,0
USA,00118,03759,2,2,3,2,3,1,3,2,2,4,2,3,4,3,3,2,3,2,2,3,3,3,4,4,0.7826,0.8778,0.1036,613.73,1.4736,0,0
USA,00118,03742,2,3,2,2,3,2,2,2,2,3,2,4,4,3,4,3,4,4,3,4,3,4,3,4,2.504,1.1676,1.3297,537.73,2.1132,0,0
USA,00118,03755,2,3,3,1,3,1,3,1,1,3,3,3,4,3,4,2,4,2,2,3,4,4,4,3,1.1341,1.4986,0.1036,603.07,1.3476,0,0
USA,00119,03776,2,2,3,2,2,2,2,2,2,2,2,3,4,4,3,4,4,3,2,3,2,4,2,4,1.6056,0.0385,1.3297,499.1,-0.8023,1,0
USA,00119,03769,2,1,2,2,2,2,3,2,2,3,2,2,2,4,4,2,4,3,4,3,4,4,4,3,0.4861,2.7571,0.395,456.52,0.1065,1,0
USA,00119,03765,1,3,3,2,3,1,3,2,2,3,3,2,2,3,1,2,2,4,1,3,2,2,2,3,-0.5485,-1.0185,0.395,649.32,-0.7543,1,0
USA,00119,03789,1,1,2,2,1,1,1,2,2,1,1,2,3,2,2,2,2,3,3,3,3,3,3,3,-0.0411,0.6034,-0.2055,343.4,-0.3894,1,0
USA,00119,03793,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,-1.0786,-0.2743,-1.9702,360.64,-1.2988,1,0
USA,00119,03785,2,1,1,2,3,1,3,2,2,2,2,3,3,3,3,3,4,4,4,3,3,3,3,3,0.4861,1.1676,0.9843,370.17,0.2552,1,0
USA,00119,03782,2,2,1,2,3,2,3,1,2,2,1,2,3,3,1,1,3,4,1,3,2,2,3,1,-0.5485,-0.6208,0.1036,532.79,0.1868,1,0
USA,00119,03781,1,2,3,2,3,2,3,2,2,3,2,4,2,4,3,3,2,3,1,4,2,3,1,3,-0.0411,-0.6208,1.3297,434.04,0.0678,1,0
USA,00119,03786,1,3,3,1,2,1,3,2,1,3,3,4,4,4,4,2,4,4,4,4,4,4,4,2,1.1341,2.7571,1.3297,481.63,-0.0984,1,0
USA,00119,03767,2,1,1,2,2,2,2,2,2,2,2,2,3,3,2,1,4,2,1,3,2,4,2,2,0.4861,-0.6208,-0.5436,531.43,0.5443,1,0
USA,00119,03778,2,2,1,1,2,2,3,2,2,3,2,4,2,3,2,1,3,3,2,3,2,4,2,2,-0.0411,-0.2743,0.395,500.61,-0.9343,1,0
USA,00119,03766,2,1,1,2,1,1,1,2,2,2,1,4,3,3,4,1,3,1,1,3,1,3,1,1,-0.2945,-0.6208,-0.2055,511.26,0.1316,1,0
USA,00119,03775,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,2,2,2,2,1,2,1,1,-1.3664,-1.0185,-0.5436,497.28,-0.7952,1,0
USA,00119,03794,1,4,4,1,4,1,4,1,1,3,3,4,4,4,4,2,3,2,2,4,4,4,2,4,1.6056,0.8778,0.6832,606.98,0.1269,1,0
USA,00119,03791,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,1,1,2,1,1,1,2,-1.0786,-1.5227,0.1036,421.65,-1.0216,0,0
USA,00119,03770,2,2,2,1,2,1,3,2,2,2,1,3,3,4,3,2,3,2,2,3,3,3,3,3,0.2159,0.6034,0.395,441.69,-0.395,0,0
USA,00119,03787,2,2,3,2,3,1,2,2,1,4,2,4,1,4,3,2,1,2,1,2,2,4,1,2,-1.0786,-0.6208,0.6832,559.38,-0.8428,0,0
USA,00119,03764,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,4,2,3,2,3,3,3,0.2159,0.0385,0.6832,416.2,-0.6521,0,0
USA,00119,03768,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,435.2,-1.8167,0,0
USA,00119,03771,2,1,1,2,2,2,2,2,2,2,2,4,4,4,3,4,3,3,3,3,4,4,3,3,0.7826,1.1676,1.7893,316.31,-0.4139,0,0
USA,00119,03784,1,1,1,2,4,1,1,1,1,1,1,4,3,4,3,4,3,4,3,3,4,4,4,4,0.7826,1.4986,2.6934,380.6,1.3971,0,0
USA,00119,03777,2,2,2,2,3,2,3,2,2,2,2,3,3,3,3,1,2,2,2,2,2,3,3,3,-0.2945,0.3277,-0.2055,493.64,0.8714,0,0
USA,00119,03773,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,1,3,2,2,2,2,3,2,2,-0.0411,0.0385,0.395,529.23,-1.141,0,1
USA,00119,03779,2,2,2,2,1,2,1,2,2,2,1,2,3,3,2,1,2,2,2,2,3,2,3,3,-0.5485,0.3277,-0.5436,362.97,-1.2728,0,0
USA,00119,03783,1,1,1,1,1,1,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,467.99,0.2906,0,0
USA,00119,03788,2,1,2,2,2,2,2,2,2,3,2,3,3,4,3,3,3,4,2,3,2,3,2,2,-0.0411,0.0385,1.3297,611.41,0.2429,0,0
USA,00119,03772,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,438.4,-0.1664,0,0
USA,00119,03792,1,1,1,2,1,2,1,2,1,2,1,4,1,4,1,1,1,1,1,1,1,4,1,1,-1.6827,-2.4098,0.1036,636.82,0.4289,0,0
USA,00119,03780,2,2,3,2,3,2,3,1,2,2,2,2,2,3,4,3,3,3,3,3,3,4,4,4,0.4861,1.4986,0.395,629.92,0.7373,0,0
USA,00119,03790,1,4,4,1,4,1,3,1,1,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,-1.3664,-0.2743,-1.3817,468.39,-1.0068,0,1
USA,00119,03774,1,2,3,2,2,2,3,2,2,3,2,3,2,3,4,2,3,3,2,4,2,3,4,3,0.2159,0.8778,0.395,338.28,0.8789,0,
USA,00120,03821,2,3,2,2,2,1,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,414.9,-0.6933,1,1
USA,00120,03799,1,,,,,,,,,,,,,,,,,,,,,,,4,1.5888,,,286.04,-0.1553,1,
USA,00120,03802,2,3,2,2,3,1,3,2,2,2,3,2,3,3,3,2,3,3,2,2,1,3,2,3,-0.0411,-0.2743,0.1036,567.1,0.4532,1,0
USA,00120,03808,1,4,2,1,3,1,4,1,1,2,3,3,3,3,2,2,2,2,2,2,1,2,1,2,-0.8077,-1.0185,0.1036,568.53,1.2885,1,0
USA,00120,03798,2,2,2,2,2,2,2,2,2,2,3,1,3,1,3,1,3,2,3,2,3,3,3,2,-0.2945,0.8778,-1.9702,550.98,0.5319,1,0
USA,00120,03816,,,,,,,,,,,,,,,,,,,,,,,,4,1.5888,,,373.59,-0.4462,1,
USA,00120,03801,1,1,1,1,1,1,3,1,1,2,1,2,2,2,1,1,1,,1,2,2,2,2,2,-1.3664,-1.0185,-1.0106,435.39,-0.6534,1,0
USA,00120,03796,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.21,,1,
USA,00120,03815,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,2,3,3,2,3,2,3,2,3,0.2159,-0.2743,0.395,508.95,0.7355,1,0
USA,00120,03822,2,1,3,2,1,2,2,2,2,3,3,2,3,3,3,1,3,2,3,2,4,3,4,2,-0.2945,1.4986,-0.5436,538.11,0.0336,1,0
USA,00120,03824,2,3,3,2,3,1,3,2,1,3,3,2,2,2,2,2,3,3,1,3,2,3,1,1,-0.5485,-1.0185,-0.2055,638.36,1.4499,1,0
USA,00120,03817,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,382.88,-1.6847,1,1
USA,00120,03812,2,2,3,2,3,1,3,1,1,3,3,4,4,4,2,2,3,2,2,3,2,4,2,4,1.1341,-0.2743,0.6832,471.06,-0.2212,1,0
USA,00120,03803,1,2,3,1,3,1,2,1,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,1.3297,542.72,0.286,1,0
USA,00120,03804,2,,,,2,,3,,1,2,3,,3,1,1,1,3,1,,,,,,,0.0306,-1.911,-2.6778,488.3,1.1846,1,
USA,00120,03805,2,3,4,2,4,1,4,2,1,4,4,3,3,3,3,2,4,2,1,3,2,4,2,4,1.1341,-0.2743,0.1036,634.23,0.5429,1,0
USA,00120,03809,2,1,1,2,2,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,351.42,0.1219,0,0
USA,00120,03800,2,2,3,2,2,2,3,1,2,3,2,1,3,2,2,1,2,1,1,1,1,2,1,1,-1.3664,-1.5227,-1.9702,561.62,-1.0769,0,0
USA,00120,03814,2,3,2,1,3,2,2,1,1,3,3,2,4,2,2,1,4,2,4,3,3,3,4,3,0.7826,1.1676,-0.9276,422.45,0.1326,0,0
USA,00120,03820,2,2,3,1,2,2,3,2,1,3,3,4,3,4,2,2,4,3,3,2,4,4,3,4,0.7826,0.8778,0.9843,419.24,-0.7326,0,0
USA,00120,03795,1,1,3,1,1,1,1,1,1,3,1,3,3,3,3,2,3,2,3,3,3,3,2,3,0.2159,0.6034,0.1036,376.52,0.9453,0,0
USA,00120,03818,2,3,3,2,3,1,2,2,2,2,2,2,4,2,2,2,3,2,2,3,3,3,2,3,0.4861,0.0385,-0.5436,284.56,-2.0305,0,1
USA,00120,03811,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,4,4,2,4,2,4,2,3,1.1341,-0.2743,0.395,459.94,2.3106,1,0
USA,00120,03813,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,397.76,-0.0194,0,0
USA,00120,03806,2,1,1,1,1,1,1,1,2,3,1,3,4,1,2,1,2,1,3,3,3,3,3,3,0.2159,0.6034,-1.3817,437.52,0.1609,0,0
USA,00120,03823,1,1,2,1,1,2,1,1,1,3,2,3,3,3,2,2,2,1,2,2,2,2,2,2,-0.8077,-0.2743,-0.2055,541.34,1.1832,0,0
USA,00120,03807,2,2,3,1,2,1,3,2,2,3,3,2,3,4,3,1,3,3,2,2,3,3,2,2,-0.2945,0.3277,0.1036,587.68,-0.3183,0,0
USA,00120,03797,2,1,2,2,1,2,3,2,2,2,1,3,3,3,2,1,3,2,1,3,1,2,1,2,-0.2945,-1.5227,-0.2055,485.22,0.9125,0,0
USA,00120,03810,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.4,,0,
USA,00120,03819,1,2,1,1,1,1,2,2,1,3,2,4,4,4,2,2,3,3,1,2,1,4,2,3,0.4861,-1.0185,0.9843,625.76,-0.2902,0,0
USA,00121,03845,2,2,1,2,2,2,3,2,2,2,2,2,4,3,2,1,3,3,1,3,2,4,1,4,1.1341,-1.0185,-0.2055,638.68,0.322,1,1
USA,00121,03836,2,2,3,2,1,2,3,2,2,2,1,3,4,3,2,1,3,3,1,3,1,3,2,4,0.7826,-1.0185,0.1036,518.88,0.6908,1,0
USA,00121,03842,2,1,,,3,2,4,,1,,4,,4,4,4,4,4,,4,4,4,,,,2.1906,2.5306,2.187,496.8,1.2203,1,0
USA,00121,03827,2,2,3,1,3,1,3,2,2,3,3,2,4,4,3,2,2,3,2,2,2,3,4,1,-0.5485,0.6034,0.395,492.19,0.1547,1,1
USA,00121,03826,1,1,3,2,3,2,3,2,1,4,3,4,4,4,2,2,4,4,2,4,3,4,2,1,0.7826,0.0385,1.3297,608.49,1.6947,1,0
USA,00121,03829,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,3,2,3,3,2,3,-0.2945,0.3277,-0.2055,533.82,-1.5262,1,1
USA,00121,03832,2,2,2,2,3,1,2,2,2,2,3,2,3,2,1,2,2,3,3,2,2,4,2,3,-0.0411,-0.2743,-0.2055,495.13,-0.3563,1,1
USA,00121,03830,1,4,3,2,3,1,3,1,1,4,2,2,4,2,4,4,4,3,1,4,3,4,4,4,2.504,0.8778,0.395,669.82,1.5027,1,0
USA,00121,03835,2,3,3,2,2,2,3,2,2,3,3,4,4,4,3,4,4,4,3,4,4,4,3,4,2.504,1.1676,2.6934,436.9,0.2576,1,1
USA,00121,03828,2,3,3,1,3,1,3,2,1,3,3,2,3,4,3,1,3,2,2,4,2,4,3,4,1.1341,0.3277,-0.2055,696.83,1.3741,1,1
USA,00121,03843,1,1,3,2,1,2,3,2,1,3,3,3,3,4,3,2,3,2,1,2,2,3,1,3,-0.0411,-0.6208,0.395,452.63,0.4468,1,0
USA,00121,03833,1,4,3,1,4,1,4,2,1,3,3,3,4,3,3,3,4,4,2,3,4,4,3,3,1.1341,0.8778,0.9843,614.85,1.6908,1,0
USA,00121,03831,2,2,3,2,2,2,3,2,2,3,2,3,4,4,3,4,4,4,3,3,4,4,3,4,1.6056,1.1676,1.7893,496.77,-0.0984,0,1
USA,00121,03825,1,4,4,1,4,1,4,1,1,4,4,2,3,2,3,1,2,1,2,2,2,3,2,3,-0.2945,0.0385,-1.3817,606.76,0.6318,0,0
USA,00121,03844,2,2,3,1,3,2,3,1,1,2,3,4,4,4,4,4,4,4,3,4,4,4,3,4,2.504,1.4986,2.6934,542.94,1.8201,0,0
USA,00121,03839,1,1,2,1,2,2,3,2,2,4,2,4,4,3,2,3,2,2,1,2,3,4,2,4,0.4861,-0.2743,0.6832,426.54,1.0612,0,1
USA,00121,03840,2,2,2,2,2,2,3,1,1,2,2,3,4,3,2,1,4,2,1,4,1,4,3,3,1.6056,-0.6208,-0.2055,671.53,0.8925,0,0
USA,00121,03834,2,2,3,2,3,2,3,2,2,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,1.6056,2.7571,1.7893,517.53,0.9193,0,0
USA,00121,03837,2,2,2,2,1,2,2,1,2,3,2,4,4,4,3,2,2,3,4,3,3,4,4,3,0.4861,1.4986,0.9843,497.73,,0,1
USA,00121,03841,1,3,4,1,2,1,4,2,1,4,3,2,3,1,3,1,3,2,3,3,2,3,4,4,0.4861,0.8778,-1.3817,659.27,-0.9488,0,1
USA,00121,03838,2,1,1,2,1,2,1,1,2,2,1,2,4,3,1,1,2,2,3,3,2,4,4,2,0.2159,0.3277,-0.5436,546.15,0.4212,0,0
USA,00122,03872,2,2,2,2,2,2,2,2,1,2,3,3,2,3,1,3,4,4,3,2,3,3,3,2,-0.2945,0.3277,0.9843,313.69,-1.0769,1,0
USA,00122,03861,1,1,1,1,4,1,1,1,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,2.504,1.1676,2.6934,338.87,-0.1912,1,0
USA,00122,03853,1,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,3,2,1,2,1,2,2,1,-1.0786,-1.5227,0.395,400.36,-0.4854,1,0
USA,00122,03848,1,1,1,1,1,1,3,1,1,2,1,3,3,4,3,3,2,3,4,2,2,3,1,1,-0.8077,0.3277,0.9843,421.65,0.8499,0,0
USA,00122,03874,1,4,4,1,4,1,4,2,1,3,3,3,3,2,2,3,3,4,2,4,4,3,3,3,0.4861,0.6034,0.6832,505.86,0.3712,1,0
USA,00122,03846,2,2,3,2,3,2,3,2,1,4,2,2,3,3,2,2,3,2,1,2,2,3,3,2,-0.2945,-0.2743,-0.2055,506.97,-0.0776,1,0
USA,00122,03868,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,421.57,-0.0726,1,0
USA,00122,03865,2,1,3,2,2,2,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,0.2159,0.3277,0.395,472.41,-0.832,1,0
USA,00122,03864,2,3,2,2,2,1,3,1,1,2,3,4,4,4,2,3,3,4,1,2,1,4,1,3,0.4861,-1.5227,1.7893,600.23,0.3976,1,0
USA,00122,03851,2,3,3,2,2,2,3,2,2,3,3,4,4,4,4,4,4,4,2,3,4,4,4,4,1.6056,1.4986,2.6934,448.1,1.0153,1,0
USA,00122,03857,1,2,3,2,2,2,3,2,2,3,3,4,4,4,3,4,4,4,3,4,3,4,4,3,1.6056,1.1676,2.6934,429.59,-0.2046,1,0
USA,00122,03867,1,1,2,2,2,1,1,1,2,1,1,4,4,4,2,4,2,4,1,3,1,4,1,3,0.4861,-1.5227,2.6934,531.59,1.1931,1,0
USA,00122,03879,2,3,3,2,3,,3,2,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,-0.5485,0.0385,0.6832,318.3,-0.8405,1,0
USA,00122,03866,1,1,1,2,1,1,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,276.99,,1,0
USA,00122,03852,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,3,2,4,4,3,3,3,-0.2945,0.6034,-0.2055,241.59,-1.5416,0,0
USA,00122,03854,1,2,2,2,4,2,4,1,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,379.55,-1.0811,1,0
USA,00122,03876,2,2,2,1,1,2,2,2,2,3,2,2,2,3,1,1,2,4,1,2,2,2,1,2,-1.0786,-1.5227,0.1036,491.79,-0.7615,1,0
USA,00122,03862,2,1,1,1,1,1,2,2,2,4,3,2,3,3,2,1,3,2,2,3,1,4,2,2,0.2159,-0.6208,-0.5436,502.84,-0.7821,1,0
USA,00122,03869,2,4,4,2,3,1,4,1,2,1,4,4,2,4,1,4,4,4,4,2,4,4,4,1,-0.2945,1.1676,2.6934,496.72,0.1072,1,0
USA,00122,03863,2,3,2,1,3,1,3,2,1,2,2,4,4,4,4,4,4,4,1,4,1,4,1,3,1.6056,-0.6208,2.6934,388.2,-0.338,1,0
USA,00122,03859,2,3,3,1,1,2,3,2,1,1,3,2,2,2,3,2,3,3,3,2,3,3,3,3,-0.2945,0.8778,-0.2055,498.39,-0.3894,1,0
USA,00122,03875,2,2,1,2,3,2,1,2,2,3,2,3,2,4,2,1,2,1,2,2,1,2,2,2,-1.0786,-0.6208,-0.2055,347.66,-1.1016,0,0
USA,00122,03871,2,3,3,2,2,2,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,332.5,-1.2988,0,0
USA,00122,03870,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,3,2,3,3,3,3,3,3,0.4861,0.8778,0.9843,208.65,0.1347,0,0
USA,00122,03858,1,1,1,1,1,1,1,2,1,1,1,4,4,3,3,3,2,3,3,2,2,2,2,2,-0.5485,0.3277,0.9843,464.22,-0.2243,0,0
USA,00122,03847,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,2,3,2,2,2,3,-0.2945,0.0385,0.1036,453.96,0.0112,0,0
USA,00122,03877,2,1,3,1,1,1,3,2,1,3,2,2,3,4,3,2,3,2,1,3,1,3,1,4,0.4861,-1.0185,0.1036,461.25,-0.5472,0,0
USA,00122,03860,2,1,3,2,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,2,4,4,4,2.504,1.4986,2.6934,527.31,-0.4211,0,0
USA,00122,03873,1,2,2,2,1,2,3,2,2,2,2,4,3,4,2,3,4,4,4,3,3,4,3,4,1.1341,0.8778,1.7893,405.86,0.2417,0,0
USA,00122,03849,2,4,3,1,4,2,4,2,2,3,4,3,4,2,3,2,2,3,3,2,3,2,2,3,-0.2945,0.6034,0.1036,345.73,-0.0738,0,0
USA,00122,03855,2,1,1,2,2,2,2,2,1,1,1,3,4,3,3,2,4,3,2,4,1,3,1,4,1.6056,-0.6208,0.395,503.42,-0.0645,0,0
USA,00122,03850,,,,,,,,,,,,3,3,3,3,3,3,3,2,2,2,4,1,1,-0.2945,-0.2743,0.6832,434.32,-0.2582,0,0
USA,00122,03878,,1,1,1,1,1,1,2,2,1,3,4,3,3,2,2,4,3,2,,4,2,2,2,-0.1575,0.3277,0.6832,293.54,-0.501,0,0
USA,00122,03880,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,504.94,1.1597,0,0
USA,00122,03856,2,2,3,2,3,1,2,2,2,2,2,4,3,4,2,2,2,2,2,3,2,4,2,3,0.2159,-0.2743,0.6832,410.99,0.3985,0,0
USA,00123,03889,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,2,2,3,3,4,1,3,0.2159,-0.6208,-0.9276,375.97,-0.6858,1,0
USA,00123,03883,2,3,3,1,2,1,3,2,2,3,3,2,4,2,2,2,2,2,2,2,2,2,2,2,-0.5485,-0.2743,-0.5436,376.77,-1.2512,1,0
USA,00123,03882,2,3,2,2,3,2,3,2,2,2,3,3,3,3,3,2,3,2,1,3,1,3,1,3,0.2159,-1.0185,0.1036,491.71,-0.5756,1,0
USA,00123,03887,2,3,3,2,3,1,4,1,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,0.4861,0.8778,0.6832,255.78,1.2607,1,0
USA,00123,03881,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,326.33,-0.5797,0,0
USA,00123,03885,1,1,2,2,1,2,1,2,1,2,1,3,3,3,3,2,4,1,1,3,1,4,3,3,0.7826,-0.2743,-0.2055,451.15,-0.4435,0,0
USA,00123,03888,2,1,2,2,2,1,3,2,1,2,2,3,2,3,2,2,3,3,3,3,3,3,2,2,-0.2945,0.3277,0.395,377.48,0.8401,0,0
USA,00123,03892,1,1,1,1,1,2,4,1,1,4,4,2,2,2,2,2,1,1,1,2,1,1,2,2,-1.6827,-1.0185,-0.9276,269.09,-0.5792,0,0
USA,00123,03891,2,3,3,2,3,,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,362.65,-0.3531,0,0
USA,00123,03884,2,2,3,2,3,2,3,2,1,3,3,2,3,2,1,4,2,3,2,3,2,4,3,2,-0.0411,-0.2743,0.395,353.99,-1.2262,0,0
USA,00123,03886,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,-3.4531,-2.333,-3.0191,379.4,-1.3412,0,0
USA,00123,03890,2,2,2,2,4,2,2,1,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,-0.5485,0.0385,0.395,287.85,-0.4685,0,0
USA,00124,03906,2,2,3,2,2,2,3,2,2,2,3,3,4,3,3,3,3,3,3,3,3,3,,3,0.4861,0.84,0.6832,341.81,-0.0101,1,0
USA,00124,03913,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,528.81,-2.2833,1,1
USA,00124,03922,2,1,1,1,1,2,1,2,2,1,1,2,3,2,2,3,2,2,2,3,2,2,3,2,-0.5485,0.0385,-0.2055,420.85,-1.0465,1,1
USA,00124,03912,2,3,3,2,4,2,4,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,335.22,1.054,1,1
USA,00124,03909,1,2,3,2,2,1,3,2,2,3,2,2,3,3,2,1,3,3,2,3,1,3,3,3,0.2159,-0.2743,-0.2055,560.11,0.5539,1,0
USA,00124,03924,2,1,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,1,2,3,3,2,3,-0.0411,-0.2743,-0.2055,281.04,-1.4781,1,1
USA,00124,03914,1,1,1,1,2,2,1,1,1,1,1,3,3,3,3,2,3,3,3,3,4,3,3,2,-0.0411,1.1676,0.395,425.14,-1.0241,1,1
USA,00124,03911,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.9843,335.77,0.4464,1,
USA,00124,03926,2,4,2,2,1,1,4,1,1,4,2,3,1,2,1,4,2,3,1,3,2,,1,3,-0.6357,-1.5227,0.6832,366.44,0.6588,1,
USA,00124,03910,1,3,3,2,3,1,3,1,2,3,3,3,3,3,2,1,3,2,2,3,2,3,2,3,0.2159,-0.2743,-0.2055,417.04,-1.8325,1,1
USA,00124,03894,2,3,2,2,1,2,3,2,1,2,2,2,2,3,2,4,2,2,3,2,3,2,2,2,-1.0786,0.3277,0.395,366.84,0.6035,1,0
USA,00124,03901,2,2,1,2,2,2,2,2,2,2,2,1,3,2,1,1,2,2,1,2,1,2,1,1,-1.0786,-2.4098,-1.3817,485.92,-1.7988,1,1
USA,00124,03916,2,2,4,2,3,1,4,2,1,4,2,3,4,4,4,2,4,4,1,4,2,4,4,4,2.504,0.6034,0.9843,526.67,-0.6981,1,0
USA,00124,03898,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,-1.0786,0.0385,-0.2055,359.84,-0.424,1,0
USA,00124,03925,1,4,3,1,3,1,4,1,1,3,3,3,4,4,2,2,3,2,4,4,3,3,3,2,0.4861,0.8778,0.395,554.71,1.6861,1,0
USA,00124,03907,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,-1.0786,-0.2743,-1.3817,449.55,-1.399,0,1
USA,00124,03917,2,3,2,1,2,1,3,2,1,3,1,4,4,4,3,2,4,2,3,3,3,2,3,3,0.4861,0.8778,0.6832,382.53,-0.8023,0,1
USA,00124,03921,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,589.92,-0.0351,0,1
USA,00124,03896,2,3,1,2,2,2,3,2,1,3,2,3,,,,,,,,,,,,,,,0.6092,538.21,0.0537,0,
USA,00124,03915,2,2,,,,,,2,,3,,,,3,3,3,3,3,,,,,,,0.016,0.5117,0.6808,515.93,0.7616,0,0
USA,00124,03899,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.2055,477.77,-1.5198,0,1
USA,00124,03900,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,2,3,3,3,2,-0.8077,0.6034,-1.9702,453.96,0.579,0,1
USA,00124,03904,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,490.35,0.349,0,1
USA,00124,03923,2,2,2,,1,1,1,,1,1,2,3,3,2,2,2,2,2,2,2,3,2,3,2,-0.8077,0.3277,-0.2055,358.64,0.2417,0,0
USA,00124,03903,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,562.58,-0.62,0,0
USA,00124,03920,1,2,1,1,1,1,1,1,2,1,1,,2,2,2,2,2,,2,2,2,,,,-1.0918,-0.2797,-0.3512,322.32,-0.8131,0,0
USA,00124,03927,2,1,3,2,1,2,3,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2.504,2.7571,2.6934,363.93,-0.5675,0,1
